    1560     13.67     193     375     164.7     -67.6
    1836     13.70     466     285     231.9      10.8
     864     13.74    -510     552      59.8      41.2
    1890     13.75     515     314     242.9      62.2
    1164     13.76    -212     165     33.30    -50.90
    2139     13.78     761     311     290.7      33.7
    1679     13.80     298     137    240.20    -56.70
     783     13.81    -598     249     165.8      43.5
    2247     13.84     863     287     328.8      13.1
    1647     13.86     261     428     316.9      27.4
    1820     13.90     430     259     341.8      55.4
    1462     13.95      67     205     246.7      54.4
    1375     13.99     -24     255     157.1      50.2
    1410     14.03       7      83     285.5      70.1
    1622     14.03     219     287     213.7      56.0
    1274     14.09    -135     397     168.7     -55.2
    1679     14.09     270      97    308.70     54.80
    1687     14.21     267     278    257.30     57.70
    1286     14.25    -139      54    265.60    -43.90
    2213     14.25     788     176     269.4      46.6
    1518     14.28      90     361     135.0      22.4
    1254     14.29    -175     414      91.6      70.8
    1553     14.34     119     113     226.0      63.7
     495     14.40    -945     367     113.5     -45.9
    1597     14.45     152     555     282.7      14.8
    2265     14.50     816     107    288.00     32.40
    1736     14.55     281     179     193.5      51.6
    1029     14.57    -428     165    190.40     82.50
    4845     14.67    3378     267     150.3     -20.8
    1250     14.69    -219     262     142.8      22.4
    2641     14.71    1170     288    254.80     18.40
    1191     14.77    -286     306      31.4     -36.4
    2403     14.77     926     319     135.0      16.4
    1305     14.85    -180     642      21.9     -86.1
    1210     14.89    -279     441     153.9     -65.4
    1735     14.90     245     207    349.00     58.20
    1242     14.94    -252     186    182.00    -57.90
    2402     14.95     906     169    310.70     35.90
     847     14.95    -648     267     167.2      38.4
    1583     14.98      85     316     126.5     -61.1
    1118     14.99    -381     274      27.1     -59.7
    1379     14.99    -120     186     135.1      33.0
    2444     15.00     943     294    358.80    -42.30
    1408     15.08    -100     203     263.9      21.4
    1687     15.08     179     276     231.8      57.6
    1769     15.10     259     296    286.00    -14.30
    1101     15.11    -410      56    145.60     66.00
    2430     15.11     919     362     338.1      37.1
    1958     15.13     445     281     309.4      27.4
    1269     15.14    -245     358      23.7     -68.2
    1303     15.15    -212     215     163.0     -53.4
    1109     15.17    -408      80    138.80     60.30
    1443     15.19     -76     298    128.70     51.70
    1355     15.20    -165     457     241.1     -33.6
    1411     15.26    -115     299    148.20    -14.30
    1305     15.32    -227      31    237.00    -54.10
     511     15.36   -1025     309     108.2     -45.5
    8589     15.37    7052     480     142.2      89.7
    1180     15.41    -361     302    333.30    -23.10
    1744     15.42     202     395     313.9      49.7
    1238     15.43    -305     566      46.1     -72.2
    1523     15.43     -20     263     33.40    -51.10
    1845     15.43     302     128    277.20     31.20
    2034     15.47     487     405     138.9     -61.0
     881     15.48    -667     358     170.9     -50.7
    2210     15.50     660     215    240.30    -10.60
    1106     15.51    -445     310     142.5      22.1
    1245     15.52    -307     599     109.7     -80.1
    1661     15.52     109     370      79.7     -63.1
     952     15.52    -600     328      19.3     -61.6
    1035     15.67    -532     154    144.10     67.00
    1288     15.72    -284     308    246.50      3.60
    1592     15.72      20     123    283.80     69.20
    1452     15.73    -121     354     156.3      39.8
    2635     15.73    1062     378     308.8      30.2
    1166     15.74    -408     308    262.70    -14.30
    1780     15.76     204     299     226.6     -26.9
    1672     15.77      95     308     337.6      61.7
     797     15.78    -781     462     120.3      58.4
    1737     15.79     158     178     88.30    -39.20
    1757     15.79     178     523      82.6     -63.6
     913     15.79    -666     525      59.5      38.3
    1590     15.80      10     434      91.3      71.3
    1457     15.81    -124     272     339.8      64.8
    1211     15.84    -373     397      23.9      48.6
    1748     15.89     159     494     300.6     -37.5
     734     15.96    -862     395     153.4     -37.7
    1318     16.00    -281     129    294.40     76.00
    1772     16.02     170     527      89.6     -39.0
    1402     16.04    -202     305     139.2      55.8
    2392     16.04     788     444     311.8      40.3
    1601     16.05      -4     315    135.80    -62.10
    1835     16.08     227     356     180.2     -61.7
    1439     16.09    -170     447     300.9     -47.2
    1469     16.13    -144     339     159.5      23.4
    1626     16.13      13     316    155.50     40.10
    2396     16.14     782     224    303.80     12.50
    1512     16.16    -104     317    132.60     54.00
    1362     16.18    -256     502     167.2     -65.9
    2025     16.18     407     149     285.6      41.8
    1979     16.21     358     401      93.2      66.3
    3647     16.21    2026     458     142.1     -35.9
    2383     16.23     760     350      88.0     -56.1
    1886     16.24     262     172    286.20     43.40
    1440     16.27    -187     505      30.5     -51.7
    1570     16.35     -64     185    150.60    -67.60
    2155     16.35     520     514     336.8     -20.7
    1459     16.36    -177     430     104.0      27.5
    1532     16.36    -104     436     285.5      52.4
    1777     16.36     141     335     315.6      44.2
    1949     16.39     310     143    288.10     -8.90
     852     16.44    -792     505     195.5      83.5
    1922     16.46     276     167    143.50     54.50
    1686     16.49      37     329     172.5     -65.0
    4971     16.51    3320     211      23.0     -55.2
    1552     16.53    -101     324     79.50    -34.20
    1212     16.54    -442     391      14.0     -80.1
    1472     16.54    -182     152    197.50    -57.40
    2066     16.55     412     187    143.50     55.50
    1440     16.61    -221     222    281.00    -21.50
    1370     16.66    -296     163    230.60     66.50
    1654     16.67     -13     231      11.5      31.5
    3354     16.67    1687     535      90.7     -23.0
     782     16.70    -888     397     147.8     -30.0
    3019     16.77    1342     458     337.3      38.1
    1285     16.79    -393      69    229.40     66.00
    1650     16.79     -28     329    358.80    -62.80
    1677     16.85      -8     163    151.50     41.80
    2473     16.98     775     198     291.6      31.8
    2005     17.00     306     236    285.70     41.90
    1277     17.05    -428     334     23.40    -68.00
    1176     17.14    -538     336    181.30    -57.70
    1769     17.19      50     403     351.1     -53.8
    1829     17.23     106     422     147.2     -43.4
    1483     17.24    -241     191    155.50     40.60
    1651     17.24     -73     111    238.30     45.10
    2142     17.26     416     249      12.2      38.0
    2175     17.29     446     195    136.20    -52.60
    1486     17.30    -244     279     141.0      42.1
    1665     17.32     -67     443     179.7     -65.0
    2022     17.32     290     424     317.4      19.0
    1685     17.37     -52     244     350.8      55.7
    1473     17.38    -265     501     135.0      47.2
     776     17.38    -962     332      75.4     -28.7
    1803     17.39      64     309     305.5      56.3
    2426     17.45     681     342    343.50    -29.40
     961     17.46    -785     408     141.3      29.1
    1713     17.48     -35     343    359.30     52.50
    1766     17.50      16     473     222.4      45.3
    1856     17.51     105     452     279.3      59.9
    1472     17.58    -286     293       4.9     -64.2
    1880     17.60     120     352      33.6      14.2
    2027     17.60     267     342     352.2      52.3
    1953     17.64     189     227    287.30     32.20
    2250     17.64     486     244    189.10     43.00
    4188     17.71    2417     557     314.5      28.1
    6758     17.77    4981     945     334.2      74.9
    1408     17.79    -371     154    130.40     51.00
    2138     17.79     359     663      10.6      63.6
    2026     17.82     244     281     100.6      56.1
    2156     17.82     374     349    226.20    -15.40
    1228     17.84    -556     390     104.1      33.0
    2042     17.84     257     350    277.00     49.10
    2296     17.88     508     351    288.70     53.30
    1300     17.89    -489     156    231.50    -46.10
     917     17.93    -876     365      67.4      39.8
    1920     18.00     120     353    190.20     45.40
    1673     18.05    -132     175    349.70    -49.80
    2275     18.09     466     425     296.2      19.1
    2764     18.09     955     526     311.6     -18.4
    1766     18.11     -45     270     221.0      45.1
    1930     18.11     119     260     181.1      72.1
    2095     18.12     283     355    211.00     76.20
    1488     18.14    -326      94    212.20    -51.60
    1692     18.17    -125     154    125.30     41.20
    1334     18.19    -485     346      40.1     -51.3
    1570     18.21    -251     330     150.5     -67.7
    1435     18.23    -388     253     33.20    -51.10
    1521     18.23    -302     458     281.1     -21.4
    2145     18.27     318     324     286.7      32.6
    1409     18.30    -421     573     143.0     -58.2
    1838     18.35       3     515     227.6     -20.4
    1354     18.36    -482     176     347.9     -65.8
    1637     18.39    -202     254     88.10    -38.90
    1633     18.40    -207     279      11.6      26.7
    1988     18.41     147     467     216.1     -29.0
    2339     18.45     494     102    310.20     35.60
    2097     18.46     251     362    269.20     46.90
    2323     18.56     467     282     311.0      77.1
    1928     18.57      72     258    354.30     53.80
    1316     18.58    -542     207     338.3     -82.4
    1409     18.60    -451     452      30.4     -51.7
    6818     18.60    4958    1516     227.2      58.6
    1617     18.63    -246     268      12.0      25.7
    1654     18.68    -214     366    241.60    -16.20
    1599     18.71    -273     367    212.80     54.70
    1534     18.72    -338     100    212.90    -53.00
    2409     18.74     535     114     283.7      67.0
    1688     18.75    -187     261    347.90    -49.60
    1811     18.79     -68     317     195.1      61.6
    1508     18.82    -374     262      4.70    -64.40
    1877     18.86      -9     370    241.10    -11.50
    2149     18.89     259     370    346.20    -41.40
    2368     18.89     480     370    233.50      7.80
    1722     18.90    -168     104    349.20    -49.60
    1823     18.90     -67     191    288.00     -9.40
    2263     18.95     368     371    236.90    -13.90
    2220     18.96     324     387     145.4     -10.6
    3026     18.97    1129     372    327.10    -37.50
    1787     19.09    -122     374    226.80    -26.80
    1512     19.10    -398      85    154.10    -67.90
    1556     19.11    -355     388      14.0      44.2
    1957     19.11      46     565     235.3     -15.8
    2399     19.14     485     115    311.80     40.30
    2171     19.21     250     434     139.8      33.9
    2762     19.21     841     376    311.00    -17.90
    1240     19.25    -685     151     23.40    -68.00
    2365     19.26     439     618     259.3      41.3
    2583     19.26     657     457     253.6      22.6
    1670     19.30    -260     378    151.40     41.80
    1035     19.31    -896     691     111.5     -58.9
    1858     19.32     -74     134    184.60     59.90
    1571     19.33    -362      77    212.30    -53.00
    1641     19.35    -294     233     237.4      46.6
    1832     19.43    -111     487     184.6      59.8
    2359     19.46     413     589     244.5      21.9
    2422     19.50     472     451     304.1      16.6
    1841     19.58    -117     609     153.5     -65.4
    2242     19.59     284     384     74.90     19.70
    2703     19.60     743     335     155.9      20.0
    1818     19.61    -143     126    348.70     57.90
    1348     19.63    -615     494     150.6     -22.3
    1807     19.64    -158     385    241.90     -8.00
    2135     19.65     170     438     149.2      54.0
    1618     19.72    -354     127    225.30     59.70
    1697     19.79    -282     283    350.70    -43.70
    1892     19.79     -87     388    109.40     55.50
    2158     19.86     172     188    111.30     54.90
    2003     19.88      15     487     244.3      13.6
    2574     19.92     582     424      11.3     -34.7
    2302     19.97     305     998     218.8     -16.4
    1556     19.98    -442     555     131.8      33.9
    2111     19.98     113     313    101.80     58.90
    3023     20.01    1022     392    253.00     18.90
    1483     20.02    -519    1380     204.4      63.4
    1418     20.03    -585     479     107.6     -47.4
    2054     20.08      46     868     249.1     -16.5
    1784     20.12    -228     343     123.5      45.0
    2413     20.12     401     674     268.0      34.7
    7683     20.22    5661    1082     101.3     -33.6
    1901     20.25    -124     224    351.70     56.50
    2175     20.26     149     528     348.5      39.1
    3018     20.26     992     397    273.70     19.60
    1216     20.27    -811     451     136.7      42.0
    2054     20.32      22     513       7.3      41.3
    4613     20.34    2579     564     125.3     -39.2
     965     20.35   -1070     456      87.4     -29.7
    1739     20.36    -297     666     277.5      30.1
    2724     20.39     685     400    233.20    -12.30
    2222     20.44     178     160    291.50     32.10
    2484     20.44     440     431     343.9      28.0
    1395     20.50    -655     402    172.70    -70.70
    2130     20.53      77     236    257.00     57.80
    1102     20.57    -955     481     102.2      35.8
    1980     20.59     -80     404    226.50    -22.60
    1394     20.60    -666     332     139.4      56.0
    2054     20.63      -9     471     244.5      10.8
    3276     20.63    1213     162    297.90     23.30
    1876     20.65    -189     462     231.8     -22.5
    2033     20.65     -32     469      21.2      49.2
    2179     20.66     113     574     358.4      41.8
    2365     20.66     299     427     124.6     -15.2
    1756     20.67    -311     484     223.5      32.8
    2128     20.72      56     258    231.30     25.70
    1966     20.77    -111     572     119.1      20.9
    1962     20.79    -117     407    241.00     -5.70
    1674     20.82    -408     125    256.90     57.80
    1337     20.83    -746     486       2.1     -66.7
    2221     20.84     137     792     241.3      34.2
    1894     20.87    -193      92      0.00     49.40
    2099     20.89      10     111    136.50    -52.50
    1639     20.98    -459     411    238.20     45.10
    2607     20.98     509     411    352.80    -35.50
    2032     21.00     -68     412     92.70     63.70
    1918     21.01    -183     638     131.4      27.0
     610     21.01   -1490     412    261.10    -38.70
    1987     21.07    -120     413    243.70     16.70
    1845     21.09    -264     280     355.2      54.8
     701     21.09   -1408     596      90.0      48.9
    2060     21.16     -56     772     171.0     -59.1
    1834     21.18    -284     962     233.2      67.1
    1740     21.23    -383     372      12.1      41.4
    2024     21.27    -103     296    351.00    -44.10
    1799     21.28    -329     127    192.20     50.80
    2199     21.28      71     487     129.2      27.5
    2327     21.29     198     544     302.7      18.4
    2868     21.30     739     417    240.80    -14.80
    2272     21.32     140     668      55.1     -56.8
    2533     21.33     400     296    342.20    -22.40
    2483     21.37     346     324      14.4     -36.1
    1401     21.39    -738     419    198.60    -57.70
    3577     21.42    1435     769     159.0      27.0
    2319     21.46     173     480     229.9     -19.7
    2926     21.47     780     148    273.90     24.00
    2072     21.52     -80     528     174.2      41.5
    2435     21.52     283     832     164.4      43.1
    1649     21.53    -504     649     138.5     -63.2
    3719     21.53    1566     734     285.0     -16.2
    1568     21.59    -591     636     234.5     -22.4
    2072     21.59     -87     376      65.6      34.6
    2544     21.60     384     199    342.10    -22.40
    2972     21.63     809     424    313.60     13.10
    1879     21.68    -289     467      69.1     -61.3
    3502     21.68    1334     301    308.10     25.90
    2024     21.73    -149     525     134.3      28.4
    1636     21.79    -543     444     195.0      54.3
    2281     21.79     102     435     140.4      33.2
    2095     21.80     -85     281    287.00     31.70
    2337     21.80     157     303    176.00     68.60
    2349     21.80     169     633     167.0      42.5
    1514     21.81    -667     427    281.00    -21.50
    2635     21.83     452     428    237.00    -11.40
    1906     21.84    -278     428    288.00     -9.40
    2166     21.88     -22     535     259.2      12.6
    2220     21.90      30     422     235.3      39.4
    2257     21.90      67     429    193.60     38.00
    2987     21.93     794     430    342.20    -22.40
    2443     21.97     246     363     195.0      15.8
    1680     22.01    -521     577     149.5     -32.5
    2117     22.03     -86     503     197.7     -68.4
    2304     22.07      97     514     139.0      35.9
    3143     22.09     934     459     312.9      47.5
    1705     22.10    -504     177      0.50     49.30
    2105     22.10    -105     169    103.30     57.00
    1430     22.16    -786     557      36.8     -52.2
    2060     22.16    -156     761     244.7     -17.0
    1889     22.18    -329     757     128.4      28.0
    2267     22.19      48     369     340.7      39.9
    2492     22.21     271     460     248.7      18.9
    1998     22.22    -224     489     126.8      44.0
     820     22.22   -1402     435     56.00    -33.20
    2858     22.30     628     437    173.00    -47.00
    2216     22.41     -25     413    144.30     55.10
    2284     22.41      43     268    341.00     27.70
    8282     22.41    6041     568      72.0     -29.8
    1568     22.42    -674     609     156.3      31.6
    2091     22.45    -154     754     273.1      57.2
    2276     22.48      28     441    350.20     43.70
    1811     22.49    -438     515     105.6      64.9
    1815     22.49    -434     447     234.6     -19.1
    1350     22.52    -902     290      4.70    -64.10
    2393     22.52     141     166    343.50    -29.40
    2689     22.54     435     509     341.2      27.6
    1071     22.55   -1184     482      79.5     -30.2
    2724     22.60     464     309     140.1     -38.1
    2420     22.61     159     668     249.2      24.7
    2606     22.61     345     503      94.8      69.9
    2113     22.65    -152     514     355.2      49.8
    1520     22.67    -747     526      70.6     -67.5
    2636     22.70     366     120    255.00     23.70
    2439     22.72     167     767     159.6      62.6
    2252     22.73     -21     446    356.60    -47.40
    2780     22.76     504     449      76.4      87.6
    2099     22.85    -186     314     136.4     -52.5
    1958     22.87    -329     679     308.2      41.7
    2402     22.89     113     782     155.2      58.9
    2432     22.91     141     374     103.0      31.4
    2509     22.92     217     449    278.00     32.20
    3575     22.93    1282     762     330.6      48.8
    3472     22.95    1177     662     337.4      34.3
    2408     22.96     112     629     197.8      12.1
    2309     22.97      12     317     176.5      68.5
    1804     23.00    -496    1077     293.5     -20.7
    2387     23.01      87     320    341.20     27.60
    1714     23.02    -588     169    212.30     54.40
    1977     23.04    -327     233    350.40    -44.10
    2612     23.08     304     465     321.3      49.6
    1704     23.15    -611     711     135.0     -81.4
    2383     23.15      68     789     304.7     -17.7
    2390     23.17      73     566     345.6      31.9
    1785     23.18    -533     558     113.4     -50.8
    3011     23.19     692     630     344.5      38.4
    1880     23.22    -442     528     189.8      45.6
    2023     23.22    -300     455    351.30     51.90
    5042     23.23    2719     346     103.1     -38.3
    2180     23.24    -144     456    282.60     46.60
    2894     23.24     570     456    338.30     53.80
    1943     23.25    -382     657     229.1     -21.4
    2325     23.25       0     418     346.7      35.6
    2507     23.36     171     458    182.20    -49.00
    2581     23.37     244     458    321.20     13.20
    2463     23.40     123     856     124.5     -14.8
    2607     23.44     263     646      65.5     -50.1
    3205     23.53     852     406     313.6      49.6
    2255     23.54     -99     611     304.3     -25.1
    2548     23.54     194     554     354.3     -38.4
    2236     23.60    -124     325     190.5      42.7
    2307     23.60     -54     130    230.00     39.70
    3308     23.61     947     721     303.5      37.5
    2616     23.63     253     253      83.1      71.9
    1626     23.65    -739     672     325.4      29.7
    1954     23.66    -412     517     338.6     -29.6
    1828     23.71    -543     235     87.60    -39.10
    2381     23.76       5     480     230.2     -15.2
    2257     23.78    -121     346     143.0     -40.1
    3184     23.80     804     724     225.3      49.8
    2904     23.81     523     331    281.40     21.40
    4226     23.82    1844     279      89.3     -43.2
    2570     23.86     184     782     307.1     -21.0
    2130     23.87    -257     468    146.00    -14.20
    1772     23.89    -617     288      87.8     -39.5
    2544     23.93     151     270     268.8      73.5
    3033     24.02     631     310    311.20     46.10
    2895     24.06     489     426     337.8      36.4
    3757     24.06    1352     471    143.90    -25.90
    2388     24.10     -22     340     310.7      35.3
    3469     24.12    1057    1207     165.5      74.7
    2225     24.13    -188     211     15.00    -53.10
    3167     24.15     752     473    279.10     10.00
    1444     24.16    -972     474    151.60    -47.50
    2464     24.18      46     561     307.4     -27.7
    2098     24.22    -324     616      96.0     -58.6
    2716     24.23     293     475    331.70    -12.20
    3019     24.25     594     475    314.20     12.90
    2745     24.27     318     596     144.7     -30.8
    1879     24.28    -549     337    127.80     27.80
    1930     24.28    -498     337    231.10     25.60
    2508     24.30      78     642     308.0     -26.0
    2855     24.34     421     477     36.80     24.70
    1825     24.35    -610     552     265.4      16.5
    2557     24.35     122     213    281.80     67.40
    2606     24.38     168     202    253.60     22.60
    2454     24.40      14     786     197.2     -31.8
    2483     24.42      41     588      14.5     -36.1
    3187     24.43     744     769     222.9     -20.8
    2022     24.44    -422     615     254.3      59.3
    2602     24.48     155     480     99.00     18.10
    2501     24.50      51     615      65.9     -55.0
    1023     24.51   -1428     841      99.4     -41.7
    5942     24.51    3491     649     145.7     -46.6
    2029     24.53    -424     481    102.70     58.90
    2085     24.53    -367     481     45.00     18.10
    2255     24.53    -198     481    238.60     35.60
    2951     24.53     498     735       3.1      41.6
    3339     24.54     885    1102     164.1     -40.4
    1864     24.61    -597     612     115.4      54.0
    2048     24.61    -413     482     99.50     56.00
    3354     24.61     893     182    306.10     32.40
    2266     24.62    -196     483    144.40    -41.10
    2430     24.63     -33     483      4.50    -38.60
    4573     24.64    2109     809      79.1     -50.1
    2935     24.66     469     800     154.5     -25.8
    3129     24.69     660     307    272.90     18.80
    2856     24.70     386     522     145.8     -55.6
    2310     24.86    -176     487    348.50     39.20
    1784     24.89    -705     674     154.5      30.4
    1249     24.92   -1243     488    135.10     42.40
    2126     24.92    -366     459    231.00     25.50
    2184     24.92    -308     241    358.40    -48.50
    3280     24.94     786     640     198.6     -29.6
    2280     24.95    -214     172     30.40     45.90
    2627     24.96     131     907     341.2      40.4
    2335     24.97    -162     318     196.5      29.9
    2760     24.99     261     361     259.8      22.5
    2223     25.04    -281     491     15.80     41.20
    2516     25.07       9     597     163.8      41.3
    2589     25.10      79     495     186.3      32.1
    2447     25.11     -64     492     48.20    -50.20
    1998     25.15    -517     413     103.2      59.4
    2645     25.15     130     406     348.6     -53.7
    2766     25.18     248     123    350.70    -32.10
    2267     25.20    -253     707     246.8      18.4
    6101     25.20    3581    1229     240.8     -70.0
    2800     25.23     277     657     233.8     -14.8
    2906     25.24     382     495    232.00    -17.60
    2916     25.24     392     542      17.7     -31.1
    2849     25.25     324     441     267.5      65.7
    2280     25.29    -249     198     82.80    -50.60
    1702     25.30    -828     924     309.4     -52.6
    2981     25.34     447     476     333.0     -64.9
    2972     25.36     436     574     232.3     -14.8
    2431     25.37    -106     864      36.8      39.7
    2930     25.37     393     534     298.0      57.4
    2171     25.38    -367     740     289.1      36.6
    2499     25.41     -42     560     353.9     -44.9
    2725     25.43     182     499    316.10     35.80
    3205     25.43     662     498    216.80     51.70
    2512     25.50     -38     376    199.20    -57.30
    3118     25.50     568     568     236.6      57.5
    2871     25.51     320     718     173.6     -47.1
    3168     25.56     612     743     312.7      13.1
    2425     25.62    -137     538     255.6      14.1
    2118     25.64    -446     503     211.0      76.2
    1788     25.67    -779     635     226.3     -29.6
    2732     25.72     160     595     315.3     -32.4
    2309     25.73    -264     806    139.80     33.90
    3003     25.73     430     562     353.6     -32.9
    3046     25.76     470     252    272.90     18.80
    3363     25.77     786     789     209.2     -84.6
    2033     25.81    -548     506    124.20     42.90
    3133     25.82     551     484     341.1      40.4
    2825     25.84     241     506    326.10    -44.70
    2220     25.87    -368     507     95.40     56.80
    3885     25.87    1299     507     48.10     22.90
    2550     25.90     -40     508    270.80     72.70
    1948     25.91    -644     508    288.10     -8.90
    2935     25.93     342     508    274.20     14.80
    2254     25.98    -344     352      90.3      60.5
    6455     26.01    3854     809     133.3     -61.2
    3284     26.03     682     108    301.80     21.90
    2362     26.06    -244     542     289.6      58.7
    2851     26.06     245     150    301.20     51.20
    4581     26.06    1975     793     115.7     -58.0
    3385     26.08     778     511    273.80    -19.80
    2711     26.09     102     276    341.10     27.70
    2945     26.11     334     708     263.3      13.7
    2730     26.13     117     512    315.40     17.30
     994     26.18   -1624     516      48.9      41.4
    2032     26.25    -593     520     343.0     -34.1
    2638     26.25      13     566     210.0     -26.3
    2473     26.28    -155     659     307.6      34.6
    2685     26.32      53     636     333.1      34.2
    3055     26.42     413     668     259.5     -12.6
    3344     26.45     699     317    272.90     18.80
    2641     26.47      -6     259    351.00    -32.30
    6639     26.48    3991    1689     359.1     -77.3
    2118     26.56    -538     521    236.70    -12.60
    2470     26.56    -186     821       6.3     -68.5
    3116     26.56     460     636     108.4      55.3
    2256     26.57    -401     521    254.80     23.90
    2140     26.60    -520     739     143.1      50.2
    2462     26.60    -198     677     138.3     -48.3
    1698     26.64    -966     799      93.6     -38.8
    2086     26.64    -577     522    130.80    -67.80
    3355     26.64     691     943     188.1      18.2
    2293     26.75    -382     524     41.60    -54.90
    2838     26.75     163     570     126.2      53.0
